workclass,education,age,gender
 Private, Assoc-voc,22, Male
 Private, Some-college,20, Female
 Private, Doctorate,52, Male
 Private, Some-college,26, Female
 Private, Bachelors,34, Male
 Private, 9th,31, Male
 Private, HS-grad,46, Female
 Private, 7th-8th,22, Male
 Private, Assoc-voc,38, Male
 Private, HS-grad,35, Male
 State-gov, Some-college,27, Male
 Private, Assoc-acdm,27, Male
 Private, Some-college,46, Female
 ?, HS-grad,40, Female
 Private, Some-college,19, Male
 ?, HS-grad,69, Male
 Private, Some-college,20, Male
 Federal-gov, Bachelors,34, Male
 Private, Masters,49, Male
 Private, Some-college,27, Male
 Private, Some-college,59, Female
 Private, Bachelors,45, Male
 Private, Some-college,21, Female
 State-gov, Assoc-voc,51, Female
 ?, 11th,64, Male
 State-gov, Doctorate,41, Male
 ?, 12th,18, Female
 Private, Masters,49, Male
 Private, HS-grad,51, Male
 Private, Some-college,20, Female
 Self-emp-not-inc, HS-grad,69, Male
 ?, HS-grad,18, Female
 Private, HS-grad,43, Male
 Private, HS-grad,50, Female
 Private, HS-grad,32, Male
 Local-gov, HS-grad,27, Male
 Private, HS-grad,38, Male
 Private, HS-grad,62, Male
 Private, HS-grad,46, Male
 Private, Some-college,19, Female
 ?, 10th,17, Male
 Private, HS-grad,21, Female
 Private, Bachelors,36, Female
 Private, 12th,36, Male
 Private, HS-grad,23, Male
 Private, Bachelors,58, Male
 Private, Bachelors,40, Male
 Private, Some-college,64, Female
 Private, 11th,66, Male
 Private, HS-grad,42, Male
 Private, Some-college,55, Female
 Private, Some-college,53, Male
 Private, HS-grad,25, Male
 Private, Some-college,39, Female
 Private, HS-grad,20, Male
 Private, HS-grad,32, Male
 Private, Bachelors,28, Male
 Federal-gov, Assoc-acdm,23, Female
 Private, HS-grad,18, Male
 Self-emp-not-inc, HS-grad,43, Male
 Private, HS-grad,29, Male
 Private, Some-college,32, Male
 Local-gov, HS-grad,31, Male
 Private, 5th-6th,60, Male
 Private, Some-college,42, Male
 Private, Masters,46, Male
 Private, HS-grad,38, Male
 Private, 11th,18, Female
 Private, HS-grad,31, Female
 Private, HS-grad,54, Male
 Private, Some-college,46, Male
 Self-emp-not-inc, HS-grad,27, Male
 Local-gov, Bachelors,50, Male
 Self-emp-not-inc, 7th-8th,38, Male
 State-gov, Masters,36, Female
 Private, HS-grad,25, Male
 Private, HS-grad,19, Male
 Local-gov, Some-college,60, Male
 Local-gov, 9th,45, Male
 Private, Some-college,21, Male
 Private, HS-grad,42, Male
 Private, HS-grad,38, Male
 ?, Some-college,22, Male
 Private, HS-grad,19, Male
 Private, Some-college,23, Male
 Private, Some-college,24, Female
 Private, Assoc-acdm,30, Male
 Private, Some-college,62, Male
 Self-emp-not-inc, Prof-school,26, Male
 Federal-gov, Bachelors,42, Male
 Private, HS-grad,33, Male
 Self-emp-inc, Doctorate,54, Male
 Private, Bachelors,35, Female
 Private, HS-grad,33, Male
 Private, HS-grad,45, Female
 Private, Bachelors,62, Female
 Private, HS-grad,24, Male
 Local-gov, Some-college,50, Female
 Private, Bachelors,54, Male
 Private, 7th-8th,58, Male
 Self-emp-inc, HS-grad,39, Male
 Private, HS-grad,32, Male
 Private, Bachelors,27, Male
 Private, HS-grad,27, Male
 Private, Some-college,20, Male
 Private, 7th-8th,64, Male
 Self-emp-inc, Masters,55, Female
 Private, HS-grad,46, Female
 Private, Some-college,45, Male
 Private, HS-grad,26, Male
 Private, HS-grad,36, Male
 Private, Bachelors,25, Female
 Private, 10th,58, Male
 Self-emp-inc, Bachelors,39, Male
 Private, HS-grad,47, Female
 Private, Masters,35, Male
 Private, HS-grad,38, Male
 Private, 11th,50, Male
 Private, HS-grad,36, Female
 Private, 5th-6th,28, Male
 Self-emp-not-inc, HS-grad,44, Female
 Private, HS-grad,40, Female
 Private, Some-college,55, Male
 Self-emp-not-inc, HS-grad,29, Male
 Private, HS-grad,33, Male
 ?, Some-college,19, Female
 Private, Bachelors,32, Male
 Local-gov, Masters,45, Male
 Private, HS-grad,23, Male
 Private, Assoc-voc,31, Male
 Private, Some-college,22, Female
 Private, HS-grad,59, Male
 Private, Some-college,32, Male
 State-gov, Some-college,49, Female
 Private, Some-college,22, Male
 Private, Some-college,26, Male
 State-gov, Some-college,23, Male
 Self-emp-not-inc, Some-college,55, Female
 Private, HS-grad,47, Male
 Private, HS-grad,44, Male
 Private, Some-college,27, Male
 State-gov, Masters,40, Female
 Self-emp-not-inc, Bachelors,32, Female
 Private, Some-college,20, Male
 Local-gov, HS-grad,84, Female
 Private, Some-college,40, Male
 Private, Bachelors,37, Female
 Private, Some-college,44, Male
 Private, Some-college,47, Female
 Self-emp-not-inc, Some-college,62, Male
 ?, Some-college,19, Female
 Private, HS-grad,47, Male
 Local-gov, HS-grad,44, Male
 Local-gov, Bachelors,26, Male
 Private, Some-college,36, Male
 Private, 11th,52, Male
 Private, Some-college,33, Female
 ?, HS-grad,48, Male
 Private, HS-grad,33, Male
 Private, Bachelors,25, Male
 Private, Bachelors,62, Male
 Private, Some-college,38, Male
 Private, HS-grad,46, Male
 ?, Some-college,18, Female
 Private, Bachelors,46, Male
 Private, HS-grad,38, Female
 Private, Some-college,52, Male
 Self-emp-not-inc, 7th-8th,63, Male
 Private, Some-college,49, Male
 Local-gov, 11th,17, Female
 Private, HS-grad,33, Female
 Self-emp-not-inc, HS-grad,70, Female
 Private, Some-college,19, Female
 ?, HS-grad,27, Female
 Private, Some-college,61, Male
 Private, Bachelors,33, Male
 Self-emp-inc, Bachelors,46, Male
 Private, 10th,29, Female
 Local-gov, Some-college,40, Male
 State-gov, HS-grad,43, Male
 Private, HS-grad,24, Male
 Private, Some-college,29, Male
 Self-emp-not-inc, HS-grad,61, Female
 Private, 11th,48, Female
 Private, Some-college,19, Male
 Private, Some-college,30, Female
 Private, Some-college,24, Male
 Local-gov, Masters,39, Female
 Self-emp-inc, Some-college,46, Female
 Private, HS-grad,40, Male
 Local-gov, Bachelors,27, Female
 Private, Masters,25, Female
 Private, 11th,31, Male
 Private, Bachelors,58, Male
 Private, HS-grad,33, Female
 Private, HS-grad,40, Female
 Self-emp-inc, Masters,40, Male
 Private, HS-grad,31, Male
 Private, HS-grad,33, Female
 Private, Assoc-acdm,49, Male
 Private, Assoc-voc,24, Male
 Private, HS-grad,46, Male
 Local-gov, Masters,58, Male
 Private, Some-college,20, Female
 ?, HS-grad,65, Male
 Private, Some-college,43, Female
 Self-emp-not-inc, Masters,48, Male
 Private, Some-college,41, Male
 State-gov, Some-college,27, Female
 ?, Some-college,52, Male
 Private, HS-grad,26, Male
 Local-gov, HS-grad,52, Male
 Local-gov, Some-college,52, Female
 Private, HS-grad,19, Male
 Local-gov, Some-college,39, Female
 Private, Some-college,47, Female
 Private, HS-grad,27, Male
 Private, Some-college,48, Male
 Private, HS-grad,50, Female
 Private, Some-college,60, Male
 Private, Assoc-acdm,28, Male
 Federal-gov, HS-grad,47, Female
 ?, Bachelors,69, Male
 Self-emp-not-inc, HS-grad,40, Male
 Private, HS-grad,37, Female
 State-gov, Masters,41, Male
 Private, HS-grad,38, Male
 Federal-gov, Assoc-voc,46, Female
 Self-emp-not-inc, Some-college,21, Male
 Private, Masters,44, Female
 ?, 10th,38, Male
 Self-emp-not-inc, Some-college,47, Female
 Private, Doctorate,42, Male
 Local-gov, Some-college,42, Male
 Private, Bachelors,56, Female
 Private, Bachelors,32, Male
 Private, Bachelors,24, Male
 Private, Some-college,26, Male
 Self-emp-not-inc, Bachelors,36, Female
 Private, 11th,49, Male
 Private, HS-grad,65, Male
 State-gov, 7th-8th,73, Female
 Private, 11th,34, Male
 Private, Bachelors,22, Female
 Local-gov, Some-college,49, Female
 Private, 11th,25, Female
 Private, 9th,39, Male
 Private, 11th,19, Male
 Private, 10th,24, Female
 Private, HS-grad,34, Female
 ?, HS-grad,35, Female
 Private, HS-grad,21, Male
 Private, Masters,43, Female
 Federal-gov, Bachelors,35, Male
 Private, Some-college,39, Female
 ?, Bachelors,48, Male
 Self-emp-not-inc, Assoc-acdm,33, Male
 Private, Some-college,19, Female
 Private, 10th,17, Female
 Self-emp-not-inc, Some-college,43, Male
 Private, HS-grad,62, Female
 Local-gov, Masters,53, Female
 State-gov, Masters,45, Male
 Private, HS-grad,47, Female
 Private, Some-college,30, Female
 Private, HS-grad,53, Female
 Private, HS-grad,24, Female
 Local-gov, Some-college,41, Male
 Local-gov, 5th-6th,58, Female
 Federal-gov, HS-grad,27, Male
 State-gov, HS-grad,63, Female
 Private, Some-college,50, Male
 Local-gov, Masters,43, Female
 Self-emp-inc, Some-college,29, Male
 Private, Some-college,41, Male
 Private, HS-grad,55, Male
 Private, HS-grad,36, Male
 Local-gov, HS-grad,23, Male
 Private, Bachelors,22, Male
 Self-emp-not-inc, Some-college,58, Male
 Private, 11th,25, Female
 Private, HS-grad,40, Female
 Private, Assoc-voc,38, Female
 Private, Bachelors,37, Male
 Private, Some-college,19, Female
 Private, 10th,55, Male
 Private, Bachelors,55, Male
 Private, Bachelors,28, Male
 Private, HS-grad,53, Male
 ?, HS-grad,32, Male
 Private, Some-college,60, Male
 Private, Some-college,32, Female
 Private, HS-grad,34, Male
 Private, Some-college,49, Male
 Private, Some-college,21, Female
 State-gov, Bachelors,24, Female
 Private, Assoc-voc,53, Female
 Private, Assoc-voc,29, Male
 Local-gov, Bachelors,34, Female
 ?, Prof-school,52, Female
 Private, 5th-6th,41, Female
 Private, HS-grad,21, Female
 Private, Masters,43, Male
 Local-gov, HS-grad,31, Male
 Private, HS-grad,38, Male
 Private, Bachelors,42, Male
 Private, Bachelors,62, Male
 Private, 7th-8th,51, Female
 Private, HS-grad,30, Female
 Private, Bachelors,24, Male
 Private, HS-grad,36, Male
 Private, 10th,57, Male
 Private, Bachelors,46, Male
 Private, Doctorate,33, Male
 Private, Some-college,42, Male
 Private, HS-grad,62, Male
 Self-emp-not-inc, Some-college,64, Male
 Private, Some-college,18, Female
 Private, 5th-6th,43, Male
 Self-emp-not-inc, 7th-8th,62, Female
 Private, Assoc-acdm,29, Male
 Private, Bachelors,43, Male
 Private, HS-grad,39, Male
 ?, Bachelors,69, Male
 Private, Bachelors,34, Female
 Private, Assoc-acdm,44, Male
 Private, Bachelors,25, Male
 Local-gov, Some-college,47, Male
 Private, 10th,17, Male
 Local-gov, Bachelors,41, Male
 Private, Some-college,19, Male
 Private, 1st-4th,57, Male
 Private, HS-grad,25, Male
 Local-gov, Some-college,37, Male
 Private, Assoc-voc,29, Male
 Private, Some-college,32, Male
 Private, Prof-school,35, Male
 Private, 12th,52, Male
 Private, HS-grad,41, Female
 Private, HS-grad,29, Female
 Private, Masters,23, Female
 Private, 11th,31, Male
 Private, HS-grad,40, Male
 Private, HS-grad,19, Female
 Private, Some-college,21, Male
 State-gov, Bachelors,37, Female
 Self-emp-not-inc, Prof-school,49, Male
 Local-gov, HS-grad,64, Female
 Local-gov, Assoc-voc,37, Female
 Self-emp-not-inc, Bachelors,70, Male
 Private, 10th,22, Male
 Self-emp-inc, HS-grad,29, Male
 Private, HS-grad,37, Male
 Private, Bachelors,29, Male
 Private, 11th,38, Male
 Private, HS-grad,27, Male
 State-gov, Bachelors,58, Male
 Local-gov, Some-college,60, Female
 Private, Some-college,20, Male
 Private, Some-college,51, Male
 Private, 9th,37, Male
 State-gov, 12th,22, Male
 Self-emp-not-inc, 10th,56, Male
 Private, Bachelors,26, Female
 Private, Some-college,19, Female
 Private, Assoc-voc,37, Female
 Private, Some-college,27, Female
 Private, HS-grad,27, Male
 Self-emp-not-inc, Some-college,52, Male
 Private, HS-grad,45, Female
 Private, Some-college,28, Male
 Private, HS-grad,20, Female
 Private, Masters,28, Female
 Private, Assoc-voc,44, Male
 Private, Bachelors,30, Male
 State-gov, Assoc-acdm,26, Female
 ?, Masters,55, Male
 Private, HS-grad,46, Female
 Private, Bachelors,51, Male
 Local-gov, Bachelors,25, Female
 Local-gov, HS-grad,43, Male
 ?, HS-grad,19, Female
 Private, HS-grad,36, Male
 Private, Some-college,36, Male
 Private, Bachelors,48, Female
 ?, 11th,30, Male
 Private, Bachelors,24, Male
 Private, HS-grad,30, Female
 Private, Bachelors,24, Female
 Private, Bachelors,62, Male
 Self-emp-not-inc, HS-grad,41, Male
 Self-emp-not-inc, Prof-school,49, Male
 Self-emp-not-inc, HS-grad,36, Male
 Local-gov, Masters,47, Female
 State-gov, Masters,49, Female
 Private, Some-college,52, Male
 Private, Assoc-acdm,52, Male
 Private, HS-grad,26, Male
 State-gov, HS-grad,51, Male
 Private, 10th,18, Male
 Private, HS-grad,30, Male
 Private, HS-grad,46, Male
 Private, HS-grad,28, Female
 Self-emp-inc, Bachelors,48, Male
 Private, Some-college,62, Female
 Private, Bachelors,49, Male
 Private, HS-grad,69, Female
 Private, Bachelors,35, Male
 Private, Masters,78, Male
 Private, Some-college,61, Male
 Private, Bachelors,24, Female
 Private, Some-college,29, Female
 Self-emp-not-inc, Bachelors,36, Male
 Private, 10th,17, Male
 Private, HS-grad,27, Male
 Private, HS-grad,64, Male
 Self-emp-not-inc, HS-grad,33, Male
 Private, 12th,32, Male
 Private, Some-college,19, Female
 State-gov, 11th,42, Male
 Private, Bachelors,24, Female
 Private, HS-grad,23, Male
 Local-gov, Prof-school,51, Male
 Private, Bachelors,31, Male
 Private, Prof-school,44, Male
 Private, Masters,38, Female
 Local-gov, Assoc-acdm,44, Female
 Self-emp-not-inc, 5th-6th,44, Male
 Private, HS-grad,38, Male
 Private, 9th,36, Female
 Private, 1st-4th,29, Male
 Private, Assoc-acdm,46, Female
 Private, HS-grad,47, Male
 Private, HS-grad,30, Male
 Local-gov, HS-grad,37, Male
 Private, Bachelors,27, Male
 Private, HS-grad,43, Female
 Self-emp-not-inc, Prof-school,44, Male
 Private, Some-college,31, Male
 Private, Bachelors,34, Male
 Private, Bachelors,39, Male
 Private, Some-college,36, Female
 Private, Bachelors,57, Male
 Private, 7th-8th,78, Female
 Private, Some-college,24, Male
 Private, Some-college,39, Female
 Private, Assoc-acdm,21, Male
 Private, HS-grad,34, Male
 Private, Some-college,22, Female
 Private, Some-college,36, Female
 Private, Some-college,61, Male
 ?, 9th,67, Male
 Private, Some-college,42, Female
 Federal-gov, Assoc-voc,49, Male
 Private, Assoc-voc,58, Male
 Local-gov, Some-college,37, Male
 Private, HS-grad,39, Male
 Private, Some-college,25, Female
 Self-emp-inc, 5th-6th,45, Male
 Private, Bachelors,30, Male
 ?, Some-college,49, Male
 Self-emp-not-inc, HS-grad,36, Male
 Private, HS-grad,23, Male
 Private, Some-college,51, Female
 Private, HS-grad,55, Male
 Private, Bachelors,35, Male
 State-gov, Masters,45, Male
 Private, Bachelors,36, Male
 Local-gov, HS-grad,32, Male
 Private, HS-grad,39, Male
 Self-emp-inc, Some-college,47, Male
 Private, Some-college,49, Male
 Private, Some-college,52, Male
 Private, Some-college,44, Male
 Private, Some-college,36, Male
 Private, Some-college,40, Female
 Private, 10th,17, Female
 Private, HS-grad,18, Female
 Self-emp-inc, Some-college,30, Female
 Private, HS-grad,66, Female
 Private, Bachelors,59, Male
 Local-gov, HS-grad,30, Male
 Private, HS-grad,50, Male
 Private, HS-grad,24, Female
 Private, Prof-school,28, Male
 Local-gov, Masters,44, Female
 Private, Assoc-voc,25, Male
 Private, Masters,45, Male
 Private, HS-grad,20, Male
 Private, Assoc-voc,67, Female
 Self-emp-not-inc, Prof-school,40, Male
 Federal-gov, HS-grad,52, Male
 Private, Doctorate,34, Male
 Local-gov, Assoc-acdm,37, Male
 Self-emp-inc, 10th,17, Male
 Private, Assoc-voc,25, Female
 Local-gov, Bachelors,35, Male
 Private, Masters,63, Female
 Local-gov, Some-college,38, Female
 Private, Bachelors,33, Male
 Local-gov, Masters,51, Female
 State-gov, Doctorate,64, Male
 Self-emp-inc, Some-college,50, Male
 Private, 10th,18, Male
 Private, Masters,67, Male
 Private, HS-grad,46, Male
 Self-emp-not-inc, Bachelors,60, Male
 Private, HS-grad,29, Female
 Private, Some-college,30, Female
 State-gov, Doctorate,56, Male
 Private, HS-grad,29, Female
 Private, Bachelors,37, Female
 Private, 1st-4th,55, Female
 Private, HS-grad,24, Female
 Private, HS-grad,21, Male
 Self-emp-inc, Bachelors,46, Male
 Private, 12th,25, Male
 Private, HS-grad,40, Male
 Private, Some-college,23, Female
 Self-emp-not-inc, Some-college,43, Male
 Self-emp-not-inc, Some-college,29, Male
 Private, 10th,59, Female
 Private, Some-college,18, Male
 Private, HS-grad,28, Male
 Private, 11th,17, Female
 Private, HS-grad,53, Male
 Private, 5th-6th,22, Female
 Private, HS-grad,63, Male
 Private, Masters,32, Female
 Local-gov, HS-grad,40, Female
 Self-emp-not-inc, Prof-school,61, Male
 Private, HS-grad,35, Male
 Self-emp-not-inc, Bachelors,43, Male
 ?, Some-college,20, Female
 Self-emp-not-inc, Some-college,48, Male
 State-gov, Bachelors,56, Female
 Federal-gov, HS-grad,51, Male
 Private, Some-college,34, Male
 Private, Some-college,44, Male
 Private, Masters,61, Male
 Private, Some-college,37, Male
 Private, Bachelors,36, Male
 Private, Some-college,34, Male
 Private, Some-college,23, Female
 Federal-gov, Masters,63, Male
 ?, HS-grad,63, Female
 Local-gov, Masters,47, Male
 Self-emp-inc, HS-grad,55, Female
 Local-gov, Bachelors,31, Male
 Private, Some-college,27, Male
 Private, Bachelors,58, Female
 Local-gov, Some-college,28, Male
 Private, 7th-8th,52, Female
 Federal-gov, HS-grad,31, Male
 Private, Some-college,53, Female
 Private, Some-college,43, Female
 Local-gov, HS-grad,43, Male
 Self-emp-inc, Masters,50, Male
 ?, HS-grad,68, Male
 Private, 11th,37, Male
 Private, HS-grad,26, Male
 Private, 11th,22, Female
 Private, Some-college,22, Male
 Private, Some-college,59, Male
 Private, Some-college,30, Male
 Private, HS-grad,24, Female
 Private, HS-grad,30, Male
 Local-gov, Bachelors,50, Male
 Private, 12th,38, Male
 Private, HS-grad,29, Male
 Private, HS-grad,76, Male
 Private, Assoc-voc,21, Male
 Private, Some-college,65, Female
 Private, HS-grad,43, Male
 Private, Bachelors,29, Female
 Private, Bachelors,32, Male
